tag_id,tag_name,tag_description
538,School Festival,A considerable time of this games story takes place during a school festival or during the preparations for one showing the activities and preparations of students.\n\nCheck the related [url=http://en.wikipedia.org/wiki/Japanese_Cultural_Festival]Wikipedia[/url] article for further details.
539,Courtroom,"The story involves an on-screen trial with which the characters are heavily involved. Expect lots of hyperbole-filled arguments, cross-examination of witnesses, and (if you're really lucky) just maybe a cry or two of ""Objection!"""
540,Channeling,"One or more of the game's characters have the ability to communicate with or conjure the spirits of the dead. This may take the form of a seance, or the spirit may possess the medium's body."
541,Police,"The [url=http://en.wikipedia.org/wiki/Police]police[/url] have a major role in this game. One or more characters are members of the police force, and/or police work is significantly involved in the game's plot."
542,Otome Game,"A game with a female protagonist, with the central focus on developing a relationship with one or more male characters. These games are usually aimed at a female audience, such as Tokimeki Memorial Girls' Side.\n\nNote that not all games meant for female players fit this tag, such as yaoi games."
543,Hacking,"This game involves characters hacking into security networks, corporations, or even just the computers of other hackers. Expect ICE, Icebreakers, and in the worst cases ""All our DNS are down! They're breaking through the subnets!"""
544,Student Protagonist,The protagonist is attending school during the course of the story.
545,Roguelike,"This game has [url=http://en.wikipedia.org/wiki/Roguelike]roguelike[/url] gameplay. Roguelikes are the ancestors of modern computer RPGs, and feature randomized dungeons (or other terrain) as well as turnbased gameplay (with short turns - in general, only 1 action per turn - attack once, move one square, etc.)."
546,Narrating Others' Thoughts,"On a regular game player can hear the thoughts of the protagonist, but not the other characters. Unlike those, games bearing this tag allows you to hear the thoughts of other characters as well, just as a part of its narrative, not because the protagonist has psychic powers or something.\n\nDo not mix this tag with the games that switches to the perspective of other characters sometimes."
547,Officer Protagonist,Protagonist of this game is an officer (a soldier in a position of authority) in a military force.\n\nPeople taking temp roles in military does not belong to this tag. This is for professional officers.
548,Curse,This story has some sort of [url=http://en.wikipedia.org/wiki/Curse]curse[/url] playing an important role in it.
549,Widow Heroine,One ore more of the heroines of this game is a [url=http://en.wikipedia.org/wiki/Widow]widow[/url].\nA widow is a woman whose spouse has died.
550,Fictional Modern Day Japanese Countryside,"This story is set in a fictional coutryside area of contemporary Japan.\nNote: ""Modern day"" refers to an unspecified time period between the late 20th century and today."
552,Adolescent Romance,"This story spends 'a lot of time' realizing the love between the couples in question because of any combination of the reasons below:\n\n*They are too immature to realize their feelings,\n*They are too shy to talk about their feelings,\n*They are too afraid to confess their feelings,\n\n...until a lot of time passes or something drastic happens."
553,Multiple Route Mystery,"In order to understand the actual story of this game the player needs to play multiple routes. Each route reveals some bits of the mystery.\n\nDo not confuse this with [url=http://vndb.org/g149]Enforced Playing Order[/url], since the VN doesn't necessarily have unlockable routes, and it is more about the story content of such paths and how they contribute to the story's overarching Mystery/Plot."
554,Shinigami Heroine,One or more heroines in this game are [url=http://en.wikipedia.org/wiki/Shinigami]shinigami[/url].
555,Valkyrie Heroine,One or more heroines in this game are [url=http://en.wikipedia.org/wiki/Valkyrie]Valkyrie[/url].
556,Child Protagonist,These games have protagonists that are younger than the usual (student) protagonists of such games.
557,Athletics Festival,A considerable time of this games story takes place during a school athletics festival or during the preparations for one showing the activities and preparations of students.\n\nCheck the related [url=http://en.wikipedia.org/wiki/Japanese_Cultural_Festival]Wikipedia[/url] article for further details.
558,Carryover Save,"In some game series, a saved game from one game in the series can be used to unlock content or start in a different situation in later games. This game supports this loading of data from previous titles.\n\nCheck related [url=http://en.wikipedia.org/wiki/Save_game]Wikipedia[/url] article for details."
559,Protagonist Selection,"At the beginning of this game you have to choose one of the characters to play as the protagonist.\n\nThis differs from games that switches lead roles during the course of a games story, since that is not optional."
560,Dragon Heroine,At least one heroine is a [url=http://en.wikipedia.org/wiki/Dragon]dragon[/url]. This includes heroines who are dragons but take human form (via magic or other means).
561,Dragon,"These games contain actual [url=http://en.wikipedia.org/wiki/Dragon]dragons[/url] (as in, the monster/creature type, not as titles, coins or anything similar)."
562,Constructs,"Beings that are not born under normal circumstances, not even in the fantasy settings go under this tag. They may be made purposefully or may came into being by an accident. The point is, they are made, not born.\n\nGolems animated by magic, creatures made in labs, all of them fall under this category. Walking dead do not count."
564,Transfer Student Heroine,One or more of this games heroines is a transfer student.\n\nCheck related [url=http://en.wikipedia.org/wiki/Transfer_student]Wikipedia[/url] article for details.
565,Class President Heroine,"This character is a [url=http://en.wikipedia.org/wiki/Class_President]class president[/url].\n\nA class president is usually the leader of a student body class, and presides over its class cabinet or organization within a student council, in a grade school class presidents are generally elected by the class, a constituency composed of all students in a grade level.\n\nClass presidents are different from the student-body president in that they represent only a specific class of students, rather than the entire student body."
